Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6641568194992791,3.461270111878977e-17,
1,0.7450788934987299,0.2409519641840013,Y1Z5,0.785398138438934,-1.5357866205931998e-08
2,0.8182516569465168,0.4588297348110274,Y2Z3,0.7853981821188041,2.39208854711485e-07
3,0.8756033158772569,0.6295988981009665,Y4Z5,0.7853981547694366,-5.881866980436621e-07
4,0.9241578276091952,0.7741738501948172,Y0Z3,1.679809120626204,10.753041577975406
5,0.9241585474847721,0.7741759936820718,X0,4.087702856549768,0.03805811206757829
6,0.9911835691925616,0.9737483703129131,X2X3,-0.7853981832837502,-5.025293407136945
7,0.9999997398095055,0.9999992252619386,Y0Z4,-0.3474030405638529,0.052995990227590536
8,0.9999999999900255,0.9999999999703004,standard_x,-1.953034761431418e-08,0.009999300323607333
9,0.9999999999999949,0.9999999999999847,X0X2,-9.057288773886916e-08,0.009999859151146288
10,0.9999999999999948,0.9999999999999845,X3,-3.4783252424901083e-09,0.009999998012423501
11,0.9999999999999949,0.9999999999999847,X3,-3.4783252424901083e-09,0.009999998012423501
12,0.9999999999999949,0.9999999999999851,X3,-3.4781597532962645e-09,0.00999999900624007
