Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6557900294600316,-3.348566167016577e-17,
1,0.7355630641211175,0.2317568969194718,Y3Z0,0.7853981577825873,2.0803794231632243e-08
2,0.805853821172612,0.43596584804668065,Y5Z4,0.7853981543358559,3.6937430337905636e-08
3,0.8643418596200804,0.6058855001582023,Y1Z2,0.7853979814074338,-5.943870679588459e-07
4,0.915673588872033,0.7550146179795933,Y0Y3,3.677473777385878,2.3778981425540184
5,0.963674675894692,0.89446754244706,X1X2,0.7809596039407115,0.20366125379232933
6,0.9999968899184956,0.9999909645804289,Y4Y5,0.682618707965201,-0.12565483991044946
7,0.9999999996510279,0.9999999989861652,X1X2,0.004524571366440732,0.009954526877008795
8,0.999999999999879,0.9999999999996487,Y4Z0,-4.9454536684067077e-08,0.010001330121080178
9,0.9999999999999537,0.9999999999998657,Y1Z2,1.1969571676806125e-07,0.00999973962941185
10,0.9999999999999627,0.9999999999998915,X1,2.0390458200415538e-07,0.010000109460213204
11,0.9999999999999646,0.9999999999998973,Y4Z5,-2.1544010365864775e-08,0.010000025523742523
12,0.9999999999999646,0.999999999999897,X2,2.41806940255432e-16,0.010000000000000241
