Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7147882172334548,6.9370803010973e-17,
1,0.8090484711508156,0.33049214518081743,Y2Z3,0.7853981616949182,-1.8561267284363184e-08
2,0.8768091336362704,0.5680723104467071,Y0Z3,0.7853981622778069,2.3388421642808158e-08
3,0.9420128786173836,0.7966874971989473,Y1Z4,0.7853981501649097,-2.32831192212621e-08
4,0.9927968834061507,0.9747446738561103,Y5Z4,1.5708148297706255,5.299445632504683
5,0.9927987908309507,0.9747513616050578,X1X4,0.7853981300113813,-0.5801394995241468
6,0.9999999999996722,0.9999999999988504,X5,0.7854036920932004,0.21365888833803373
7,0.9999999999998045,0.9999999999993145,X0X3,-6.173445356004518e-09,0.009999782453807787
8,0.9999999999998048,0.9999999999993155,Y5Z4,2.3511679127153545e-08,0.009999988081702004
9,0.999999999999805,0.9999999999993161,Y5Z4,2.3511676689321714e-08,0.009999988135856341
10,0.9999999999998054,0.9999999999993178,Y5Z4,2.3511676389895362e-08,0.009999988135856341
11,0.9999999999998057,0.9999999999993183,Y4Z2,0.0,0.009999999999999764
12,0.9999999999998058,0.9999999999993191,Y4Z2,0.0,0.01
