Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7069493856295396,1.812179561148699e-17,
1,0.7989612248296952,0.31397934243481473,Y0Z5,0.7853981466190059,-2.0489076742595843e-08
2,0.8625144599927267,0.530847119011767,Y2Z1,0.7853981568618342,4.006375529701095e-08
3,0.920815738166114,0.72979322359043,Y3Z5,0.7853981409553257,-2.1664143933928158e-07
4,0.9514064650688031,0.8341804024687446,Y4Z1,1.5707976725312285,6.010589902962815
5,0.9980444608899159,0.9933269578216553,Y1Y2,0.7853981415342238,-3.8143422458019565
6,0.9980704442899059,0.9934156230511945,standard_x,-1.0618477473187324e-08,-2.07084076550756
7,0.9999999502526289,0.9999998302430753,X4,0.7853992541722269,-2.0689179239412576
8,0.9999999999634438,0.9999999998752563,Y2Z3,4.691987641007906e-09,0.009998779931328746
9,0.999999999999993,0.9999999999999759,Y4Z5,4.098763671503494e-05,0.009997444425852159
10,0.9999999999999952,0.9999999999999838,X1X2,9.251543174815276e-08,0.009999947396788923
11,0.9999999999999954,0.9999999999999843,standard_x,-9.850018725781906e-09,0.009999998592769812
12,0.9999999999999956,0.9999999999999849,standard_x,-9.849562968588983e-09,0.009999997185839084
