Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.673157939518889,1.545217054670684e-17,
1,0.8093875143381651,0.4168055195183461,Y2Z3,0.7853981507842459,2.450730898504163e-07
2,0.884824547756986,0.6476112894604938,Y0Z3,0.7853981615773007,-1.3276771191760283e-07
3,0.9481753515123438,0.8414382518230049,Y5Z1,2.356193894218632,-6.446038798791343e-06
4,0.9936824522880421,0.9806709463810792,Y4Z0,0.7853831886622299,-1.6493293301217182e-05
5,0.9936836036107373,0.9806744689469739,standard_x,6.88979795834483e-08,8.720988452975083
6,0.9936836165111415,0.9806745084168149,X5,-1.5707948256733093,8.67200254923497
7,0.9999999999980593,0.9999999999940624,Y1Y5,0.7853984206027486,9.655883814158724
8,0.9999999999985855,0.9999999999956721,standard_x,-5.809760483620455e-06,0.009996995067243719
9,0.9999999999986304,0.9999999999958096,Y4Z1,6.437803896196407e-06,0.01
10,0.9999999999986605,0.9999999999959018,Y5Z1,2.3506684048743104e-07,0.009999213730182237
11,0.9999999999986611,0.9999999999959036,X4,1.4178990489801552e-05,0.009997228283071504
12,0.9999999999991052,0.9999999999972624,standard_x,5.797133975028021e-06,0.01
