Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7060889445637292,-1.618567299620721e-17,
1,0.8036014651987293,0.33177561317064486,Y2Z4,0.7853981571630723,-4.3576547869207864e-08
2,0.8792046292347717,0.5890070532191309,Y1Z4,0.7853981591748278,1.6790800258920843e-07
3,0.9404879081419311,0.797516661053354,Y0Z5,0.7853981426271976,-2.927077742581623e-07
4,0.9981689534608169,0.9937700657892399,Y3Z4,0.7853983582176908,1.3521666257176297e-07
5,0.9981711135679356,0.9937774153158353,Y3Z4,-2.0526712456133332e-07,26.716580275920197
6,0.9981711138390053,0.9937774162381202,standard_x,-5.703872296822303e-09,28.506438195020888
7,0.9999999999999877,0.9999999999999579,X0X5,0.7853976921899987,28.89532078753022
8,0.9999999999999886,0.9999999999999609,X5,-4.3995170521182435e-08,0.009999995203673836
9,0.9999999999999886,0.999999999999961,X3X5,-1.6971565748442116e-08,0.01000000821856861
10,0.9999999999999886,0.9999999999999606,X3X5,-1.6945179261091287e-08,0.010000001593046563
11,0.9999999999999889,0.9999999999999621,X3X5,-1.6945179261091287e-08,0.010000001593046563
12,0.9999999999999892,0.999999999999963,Y0Y2,7.133481668496875e-14,0.0100000000000715
